Question,Answer,,
"Hey PW members, Just wana share one of my brilliant n excellent experience with you guys...2 days earlier i had a straight crack in my car front windscreen due to the falling of cone shell from tree in storm...the crack grew somehow in a day...i got very much concerning abt dis situation as the windscreen was genuine n u guys better know it is almost difficult enough to find any genuine thing in Pakistan... The person is working as Professional Engineer here in Chaklala Air base and repairs windscreen of aircrafts / jets / aeroplanes with the help of laser technology...i was surprised to c such a professional person here in Rawalpindi...he literally repaired my car windscreen crack whch was getting deeper and deeper...and after the treatment it was almost invisible to the major extent to a common man...ppl suggested me to go for new windscreen replacement BUT u guys no na that original is original na so i decided to go for its repairing which was highly beneficial... i know that mostly ppl here in islb enjoy keeping very luxurious imported cars the original screen of whom is difficult enough to find in Pakistan...thats why i decided to share my this experience with u so that many people can be benefited from dis information. His telephone numbers are : 0300-5177500, 0332-5177500, 051-4856031 His shop is situated on cricket stadium double road near Abbasi CNG... his web site is : Shan Wind Screen390. You guys can have a look on his professional capacities on his web site.","as soon as the crack start, cover it up with a tape, water proof and dust proof it then run to this guy, only then it can be fixed. an old expanding crack, which has been exposed to all sorts of dust etc cannot be repaired. He fixed my friends LC windscreen. it was an amazing job indeed yawar bro this cant be fixed unfortunately",,
"Hey PW members, Just wana share one of my brilliant n excellent experience with you guys...2 days earlier i had a straight crack in my car front windscreen due to the falling of cone shell from tree in storm...the crack grew somehow in a day...i got very much concerning abt dis situation as the windscreen was genuine n u guys better know it is almost difficult enough to find any genuine thing in Pakistan... The person is working as Professional Engineer here in Chaklala Air base and repairs windscreen of aircrafts / jets / aeroplanes with the help of laser technology...i was surprised to c such a professional person here in Rawalpindi...he literally repaired my car windscreen crack whch was getting deeper and deeper...and after the treatment it was almost invisible to the major extent to a common man...ppl suggested me to go for new windscreen replacement BUT u guys no na that original is original na so i decided to go for its repairing which was highly beneficial... i know that mostly ppl here in islb enjoy keeping very luxurious imported cars the original screen of whom is difficult enough to find in Pakistan...thats why i decided to share my this experience with u so that many people can be benefited from dis information. His telephone numbers are : 0300-5177500, 0332-5177500, 051-4856031 His shop is situated on cricket stadium double road near Abbasi CNG... his web site is : Shan Wind Screen390. You guys can have a look on his professional capacities on his web site.","Thanks for the info,but i want to make u aware of the fact that there is no such thing as ""genuine is genuine"" its just a misconception and lack of education among our mechanics that leads to such statements in public,u could have easily got oem windscreen for your car which waould have been better then your original one as the new one would have been new and with no age deterioration thanks",,
"Do all Honda Vezel vehicles experience transmission problems? I have observed that even models from 2013, 2014, and 2017 have encountered this issue.",Honda Japan has recalled vehicles to resolve transmission issues and those attended the recalls are free of trouble it does not matter that either the vehicle is 2013-4 model if it is exported from Japan after spending almost 5 years than it must have attended the recalls and it will not be wrong to assume that it is free of transmission issues You can check the recall history either by it’s chassis number or by it’s time of import at Pakistan,,
"Do all Honda Vezel vehicles experience transmission problems? I have observed that even models from 2013, 2014, and 2017 have encountered this issue.",You’re welcome my friend As you mentioned if the vehicle under discussion is imported in 2015 then there are very remote chances that it attended those recalls as most of them were 2016 onwards upon multiple vehicles faced transmission issues Regarding verification through its chassis number if you are ok with it than inbox me it’s chassis number I’ll get it checked for you,,
Hello guys my car is getting a complete paint-job.It is getting bake painted.Now i am weary about the paint brands and quality associated with them.My painter suggested me sikkens paint.SOme one told me that genuine sikkens is not available or hard to find.Other brands are dupont/nexa ici .Please suggest me which brand to go for.ANd who are the best genuine retailers for paint in twin cities. Honda/Toyota which brand they use for auto paint?,"devilskreed;4804707: There are 3-4 types of paints.Laqueur,enamel,polyurethane which types are available in Pakistan?Laqueur is the worst to maintain.Which type of paint is being used in pkdms atm? Laquer is the clear coat",,
Hello guys my car is getting a complete paint-job.It is getting bake painted.Now i am weary about the paint brands and quality associated with them.My painter suggested me sikkens paint.SOme one told me that genuine sikkens is not available or hard to find.Other brands are dupont/nexa ici .Please suggest me which brand to go for.ANd who are the best genuine retailers for paint in twin cities. Honda/Toyota which brand they use for auto paint?,"devilskreed;4808264: So had a debate with my painter today.I am paying 60k for a paint job still he is trying to save costs.I told him to use NEXA system(we agreed on that before) now he is trying to talk me out of things like use other primer,we can use thinner/hardner of Nexa.I asked him to use good putty he said it will add costs insisted to use glasso plus and half k-12 putty(shear retarded,2 different poteen's on the same car)........ I told him primer,thinner,hardner,sealant and paint will be Nexa's no compromise on that.Its very annoying when you are paying 60k for a repaint and still the painter is trying to save money. He said no one would paint the car with the mats of your choice for 60k.I eased his denting job by replacing fender and bonnet(new one's) and still he bickers.Told me 15k must be the cost of materials and my estimates went till 25k.I insited on using good putty he brought me down to glasso plus and not even K-12. Guys any1 knows about a good retailer of nexa paints?In rwp/isb with good variety of paints and stock? EDIT: Glasso Putty (Filler) I got car painted with minor denting for 30k Nexa paint and glasso putty. Doesn't matter how less you pay they use glassow putty. Nexa set i.e Thinner , clear coat , paint etc",,
Hello guys my car is getting a complete paint-job.It is getting bake painted.Now i am weary about the paint brands and quality associated with them.My painter suggested me sikkens paint.SOme one told me that genuine sikkens is not available or hard to find.Other brands are dupont/nexa ici .Please suggest me which brand to go for.ANd who are the best genuine retailers for paint in twin cities. Honda/Toyota which brand they use for auto paint?,"devilskreed;4834468: @huzaifa.haroon I have observed nexa is available in 2 types of containers.1x typical bare steel can with only nexa sticker and other imported malaysian bottles.I am confused why is nexa coming in 2 sorts of packing.Primer/hardner/thinner are available in imported packing Pics attached for reference.. The local ones i found had bare steel can with nexa sticker only in white-black color.. Bro, i don't know about that maybe one is for paint and other is for clear coat, primer etc",,
Hello guys my car is getting a complete paint-job.It is getting bake painted.Now i am weary about the paint brands and quality associated with them.My painter suggested me sikkens paint.SOme one told me that genuine sikkens is not available or hard to find.Other brands are dupont/nexa ici .Please suggest me which brand to go for.ANd who are the best genuine retailers for paint in twin cities. Honda/Toyota which brand they use for auto paint?,"airbrush-pk;4862155: Actually i do airbrushing n' naam tukay sy nai rakha ,you can take a look at some of my previous projects that i airbrushed ! https://www.facebook.com/Airbrush.Pakistan/photos/a.864301130307803.1073741832.690778314326753/864302590307657/?type=1&theater Can airbrush be used to treat minor scratch lines ? Spray just on scratch (Light coat) ?",,
Recently Bought this Honda City SX 8 and this is my 2nd Honda after 07 Steermatic. Due to some personal I used Cultus for sometime now it was again time for sedan and liked this City. Its a 2002 Automatic EXI S.I will be sharing different DIY I will be doin on the car and brining it back to top notch mechanical condition. Might help some other members who own this car.,"So the 1st thing was to change plugs, Fluids, Plug Wires Fuel filter Tappets replaced water pump,",,
Recently Bought this Honda City SX 8 and this is my 2nd Honda after 07 Steermatic. Due to some personal I used Cultus for sometime now it was again time for sedan and liked this City. Its a 2002 Automatic EXI S.I will be sharing different DIY I will be doin on the car and brining it back to top notch mechanical condition. Might help some other members who own this car.,"Please consider a budget between 750,000 to 900,000. Cars that are of higher quality generally cost above 825,000.",,
Recently Bought this Honda City SX 8 and this is my 2nd Honda after 07 Steermatic. Due to some personal I used Cultus for sometime now it was again time for sedan and liked this City. Its a 2002 Automatic EXI S.I will be sharing different DIY I will be doin on the car and brining it back to top notch mechanical condition. Might help some other members who own this car.,Brake rotors were in bad shape and car skids dangerously to one side on hard braking. I was looking for rotors and new Chinese for 8500 and local useless lahori made for 2500. But I was searching and found complete rotors along with disk pads thick ones and calipers in 5500 only from junk yard. Did the DIY install and brake is great now. Old rotors The ones I bought close to new thickness. Cleaned them by sand paper. Calipers in good condition. Disk pads condition Brake flush,,
Recently Bought this Honda City SX 8 and this is my 2nd Honda after 07 Steermatic. Due to some personal I used Cultus for sometime now it was again time for sedan and liked this City. Its a 2002 Automatic EXI S.I will be sharing different DIY I will be doin on the car and brining it back to top notch mechanical condition. Might help some other members who own this car.,Honda did not give foot rest or dead paddle for automatic city. My left leg use to hurt. Added Civic 96 paddle.,,
"I just got some side screen shades for my Civic, and some dude told me that they are illegal. Isb police love to get ppl on anything. Any ideas?","While there may be rumors suggesting that cars registered under women's names are allowed to use side shades, it's uncertain whether this is true. Additionally, obtaining permission from the Commissioner might grant permission, particularly for individuals with genuine skin conditions preventing sun exposure. While side shades may not be explicitly illegal, they pose hazards and require careful driving. In other countries like UAE and China, black tint is allowed, but such leniency is not observed due to law and order concerns in Pakistan. Islamabad police faced a setback when a driver contested a challan for using a mobile phone while driving, with the court ruling that no law prohibits such behavior. Similarly, whether screen shades are illegal under Islamabad's Motor Vehicle law should be verified, and contesting a ticket in court may be necessary. Despite being technically illegal, many drivers use tinted windows without police intervention, although fines ranging from 400 to 700 Rupees may be imposed if caught.",,
Whats the difference in pioneer 305 306 307 308 woofers??? please guide me which woofer is the best choice of all of em?,"""Qureshi498, I will definitely help you in your search. I will make sure to listen to it and share my thoughts with you. However, I am not entirely convinced that the SPLX can be as loud as the loud kicker. You know, due to its square shape, the cone area of the 12"""" kicker is approximately equal to that of the 15"""" round subwoofer. That's why I like it very much. Hey, you forgot about your friend. Don't worry, I will find it for you on Ebay.""",,
Whats the difference in pioneer 305 306 307 308 woofers??? please guide me which woofer is the best choice of all of em?,"""After you informed me that TSw 3001 is not SPL specific, I found out that it actually is a SPL sub. It is available in sizes 12"""" and 15"""", with the 13 x 12"""" set holding the world record at 181.4dB. It has an impressive power output of 115kw, surpassing the required amount.""",,
"Greetings, I have a Mehran Vx. And for the past one or two days, oil has been entering the air filter. What could be the problem? It never used to emit smoke, but there is oil in the air filter box. Please respond. Thank you.","@ mazharnazeer if ur car's not consuming oil then its simply engine breather, faulty PCV valve or dirty air filter element.",,
"Greetings, I have a Mehran Vx. And for the past one or two days, oil has been entering the air filter. What could be the problem? It never used to emit smoke, but there is oil in the air filter box. Please respond. Thank you.",oil is getting less and my car's silencer smokes when accelerates hard ..at the same time it also throws water drops.. I m really confused,,
"Due to insufficient visibility, have decided to put Narva Rally 90/100W bulbs in my Cultus non-efi. The relays are already present as once the steering assembly started melting and problem was solved after installing relays. I am a bit concerned about safety and want to seek your advice to make the wires and circuit more safe from overheating and melting. I want to know the location and rating of the fuse for headlight bulbs in cultus and also read about adding additional fuse in some posts. How that can be done?",if the wiring and relay job is done right only risk remaining is melting bulb holders.keep an eye out for them no need to do anything to the fuse,,
"Hi i have my Toyota corolla 2.0d 2003 Model with Engine swapped to 5afe. The car is on Petrol. No CNG installed I am having this problem from start , when i turn on the engine , the RPM stick to 1000-1200 . but when i turn on the AC rpm Drops to 800 . Now when i Drive the car like Releasing Clutch and Pressing Race . the rpm goes dowm to 500 and sometimes engine just shutdown due to low rpm . and there is major major diffrence in car performance when from speed 0-30 , on signals sometime i have to press the race padle and clucth many time to make RPM and then drive the car , above 30 , every thing is normal . its come back to better pick and so on. its 4 months now , in Which i tried diffrent mechanic , some cleans the throttle body , some changed the air filter box , some suggested the Plugs change , i have done every thing and nothing work. i searched on internet and found some other people are also having same problem with this engine . i also travelled to a ""EFI"" checking shop in some auto market near Bhawalpur Road , Lahore . They said as this car is altered , we cant check the EFI system. So what should i do now ? currently i have adjusted my RPM to 2000 , when i turn on the AC , rpm comes to 1500 and its a bit different , as its hot and every time i sit in car i turn on ac but as weather is changing i defiantly need at some point to turn off the ac and then the noise of high rpm is annoying.","It appears you've been grappling with persistent RPM and performance issues in your Toyota Corolla 2.0D, which underwent an engine swap to a 5AFE. Despite various attempts, including throttle body cleaning, air filter changes, and plug replacements, the problem persists, with fluctuating RPMs and stalling. Given the complexity of EFI systems and the potential impact of the engine swap, it's recommended to conduct a comprehensive diagnostic scan by a professional auto-electrician to identify any stored error codes in the Engine Control Unit (ECU). Additionally, ensure proper connections of the Circuit Opening Relay (COR) and main relay, as these play a crucial role in the EFI system. Checking for vacuum leaks, inspecting the throttle position sensor (TPS) calibration, and consulting with an EFI specialist may offer further insights into resolving the issue effectively.",,
Can we modify normal headlights? Like i want to modify the normal lights of Nissan Sunny. Check the ones i have and the ones i want to have.   3 THE MOD: Moved to correct section,I had the factory fitted spoiler on nissan sunny supersaloon 2003 And that one goes perfectly with it too,,
"Dear All, I got my car ""Glass Coated"" 02 years back from Honda Sharah-e-Faisal. Since then i have to go to them for even a car wash because they have been telling me that there is some specific shampoo to be used for ""Glass Coated"" car. Can anyone (including admin) assit me to find appropriate shampoo for Glass Coated Car and avoid a free and travel of more than 20kms just to get a car wash. Expert advise is requested for some appropriate Shampoo for Glass coated Car Thanks","Just use any ph neutral shampoo. Considering that it has been 2 years since you got your car coated, there won't be much coat left anyways.",,
hey guyz i was planning to get a turbo for my 2c which turbo is applicable for a 2c ?? a toyota ct9 or ct12 or sum other?? i can only expect an approx 10hp gain from adding a turbo is there any thing other thing which can increase sum noticeable hp??,"It seems you're contemplating turbocharging your Toyota 2C engine and are considering options like the CT9 or CT12. While adding a turbo can potentially yield a significant torque boost in diesel engines, there are factors to consider. The CT12, with a larger turbine, might be suitable, but running too much boost can risk damaging non-turbo pistons. It's crucial to ensure the engine has turbo pistons, as they have additional oil cooling features. Carefully monitor boost levels to prevent engine stress. Additionally, for noticeable horsepower gains, other modifications like optimizing fuel injection, enhancing air intake, and improving exhaust flow can be explored. Consulting with experienced turbocharging specialists is advisable to avoid potential engine damage.",,
I used to have Kenwood 718 back in the days but finding original ones is a dauting task. Which speakers in your opinion are the best now available in the market,"Kenwood 718 were certainly an average pair with pioneer yellow cone ones the most superior speakers at the time (not sure the exact model no.) With time, we have much higher end brands - like Focal, Alpine Type R, and my personal favorite JL Audio.",,
"Where can I get a key like this and have it programmed to my car? I have a 2006 Mitsubishi I and it didn't come with this key, any idea where I can buy one and program it. Would really appreciate any tips. Thanks !","If you are from Islamabad, you can go to Toyota Sure in I-9. There inside the shop sits a key maker and programmer specificaly dealing in these kind of things.",,
"Where can I get a key like this and have it programmed to my car? I have a 2006 Mitsubishi I and it didn't come with this key, any idea where I can buy one and program it. Would really appreciate any tips. Thanks !","Autokeys is a car dealership located at 0315 5104500 Toyota Sure, Police Station, Plot #394 Potohar Rd, near I-9, opposite Meezan Bank, I-9/3 I-9, Islamabad, Islamabad Capital Territory.",,
"I was thinking of replacing the manual knob type AC unit of my Altis Grande to auto/electric one which has been introduced in new Grande. Knobs are cave age concept.  When I approached Toyota Islamabad Motors, I was told that the WHOLE unit would be replaced as the manual system has wires while the auto one has ECU. The price will be 350,000. I decided to wait for some car to reach chor bazar so I get it for 50,000. However the exchange is possible.","Instead of opting for costly repairs on a 2 million asset, it might be better to consider selling and booking a new one, although the timing for selling could have been better. Regarding replacing the manual knob type AC unit in an Altis Grande with an auto/electric one, the whole unit needs to be replaced, involving significant cost, unless one opts for a cheaper option from the scrapyard. However, some believe it's not worth the investment, as the single-zone climate control in the Grande may not offer significant advantages, with features like adjusting fan speed to match interior and exterior temperatures, but lacking advanced functionalities like true dual-zone control or additional features such as a charcoal filter or variable AC compressor. While the auto system may trip the compressor when the desired temperature is reached, it also adjusts air blend to maintain the set temperature, potentially reducing how often it needs to restart.",,
"""I had a 2018 Toyota Highlander for 2 years and after selling it, I was looking for an SUV. I found nothing better than an M5 hidden in an SUV body. The E70 X5M is a powerful beast with a 4.4L V8 Twin Turbo engine, producing 555 bhp at 6000 rpm and 500 lb-ft at 1500 rpm. It redlines at 7000 rpm. It took me about 4+ months to find this specific model. I will be sharing minor modifications and maintenance updates here. The 2011 X5M has 88,500 miles and was built in October 2010. It is Alpine White with a Black Perforated Interior. Only 212 units were produced in the US and 19 in Canada with this specific configuration. It has all the options like Heads-up Display, Extended Leather, Heated and Cooled Seats, 360 view Cameras, Park Distance Sensors, Individual Music System, Auto Leveling Air Suspension, Electronic Damping Control, etc. The only features it doesn't have are rear multimedia and LED adaptive headlights. Upgrades include Brakenetics rotors, Megan Racing axle-back exhaust, a 10.25"""" Avin stereo, Stage 2+ tuning reaching 700 bhp and shooting flames, Catless DPs, and spacers of 13mm in the front and 15mm in the rear. This E70 X5M with Stage 2+ tuning and the Megan Racing Supremo Exhaust sounds amazing, as you can hear during cold start and driving away.""","After owning a 2018 Toyota Highlander for 2 years, I transitioned to the E70 X5M, describing it as an M5 hidden in an SUV body. Equipped with a 4.4L V8 Twin Turbo engine, producing 555 bhp, it took me over 4 months to find this specific 2011 X5M model with 88,500 miles. The SUV boasts Alpine White with a Black Perforated Interior, featuring options like Heads-up Display, Extended Leather, Heated and Cooled Seats, 360-view Cameras, Park Distance Sensors, Individual Music System, Auto Leveling Air Suspension, and Electronic Damping Control. Upgrades include Brakenetics rotors, Megan Racing axle-back exhaust, a 10.25"" Avin stereo, Stage 2+ tuning reaching 700 bhp, Catless DPs, and spacers. The post also details a 10+ hour drive, tire replacement with Nitto NT420V, a coolant leak discovery, and DIY maintenance, including replacing engine beauty cover grommets and K&N filters.",,
"Hi All, I'm looking for someone who is able to take out dents without damaging the paint. Car is a Honda Civic 2018! There is a small dented line right underneath the fuel door due to a station mishap. Anyone in Karachi that would be able to do so?","in Karachi if you take Shaheed millat road upto jail .. after landing go straight cross the jail main gate on right proceed 100 meters on left is utility store and next to it is Huge Banyan Tree .. ask for feroz denter there, deal with him nice & politely, he has serious attitude issue & short fuse.",,
"Hi All, I'm looking for someone who is able to take out dents without damaging the paint. Car is a Honda Civic 2018! There is a small dented line right underneath the fuel door due to a station mishap. Anyone in Karachi that would be able to do so?",Bumping the thread. Looking for a paintless dent removal expert for a Honda Civic 2011 in Karachi. Locality doesn't matter as long as the work is top notch. Anyone?,,
"Hello, could you please provide more context or specify the topic you are referring to in order for us to assist you better?","Usama.iftikhar: Price for suzuki swift is Rs.7,500 in Japanese Synthetic Leather with 3 years warranty.We are also providing home services in Lahore. that's great, but how can i select the color combination, fabric, etc. from home ?",,
"With the influx of Turbo cars in the market mainly small 1500 cc, I wanted to know the reliability and the practicality of these cars in our environment which is hot, dusty, humid and lower fuel quality. How does the maintenance of a Turbo cars different from NA cars?",Sarkaar: influx of Turbo cars in the market mainly small 1500 cc 1500 Turbo Honda Civic does not need any special out of Mars maintenance. Turbo Diesel SUVs fall in the same category of regular maintenance,,
"With the influx of Turbo cars in the market mainly small 1500 cc, I wanted to know the reliability and the practicality of these cars in our environment which is hot, dusty, humid and lower fuel quality. How does the maintenance of a Turbo cars different from NA cars?","regular maintenance, usage of correct engine oil grade as per owners' manual is key for trouble free engine. There is nothing extra ordinary required for a turbo engine., unless mentioned in user / owner's manual",,
"With the influx of Turbo cars in the market mainly small 1500 cc, I wanted to know the reliability and the practicality of these cars in our environment which is hot, dusty, humid and lower fuel quality. How does the maintenance of a Turbo cars different from NA cars?",Does turbo itself require extra maintenance? Civic turbo has its issues with fuel but few years ago that is the only option in pakistan now we have good 5+ cars running turbo engines. So i am just skeptical how they will perform 5 to 10 years from now.,,
"I recently got nissan dayz high way star overall car is very good but the problem i face is that the car changes its sound and gets heavy when AC is turned on other wise without AC the pick up is fine and sound is also normal There is a (""treee"") sound when the AC is initially turned on.","The 660 JDM micro-vans are generally sluggish due to several factors including their CVT transmission, suitability for intercity commuting rather than highways, and the power drawn by the air conditioning compressor, making them unsuitable for high performance. While there's no easy solution to enhance their speed, it's worth considering alternatives like the PKDM Corolla or Swift within the same price range. Regarding the Nissan Dayz, there's a known issue with its AC providing insufficient cooling, especially when first turned on. However, after running for some time, the cooling improves slightly, but there's no definitive solution to this problem. As for radiator flushing, Pakistani term for citric acid powder is ""tartari,"" available at local markets or chemical supply stores. Mix it with hot water, remove the thermostat valve, drain the radiator and engine, fill with the solution, idle the engine for 20 minutes with the heater open, drain, neutralize with baking soda, and flush thoroughly, considering safety measures and professional advice for heavily rusted systems.",,
"Salam, pakwheelers! I was searching 'radiator flush' techniques and i came across a post where it was mentioned to use 'dry white citric acid powder'. After pouring some powder in the radiator the car should be started and idled to clear the crap on the inside and then it should be completely flushed (after removing drain pipe) until clear water is seen. No, i don't want to use flushing chemicals as the car is old. THE MAIN POINT OF THIS POST: Where can i buy citric acid powder? What is the Pakistani term for it? (people are more familiar with this so this is why i asked) Click here for SOLUTION190","The Pakistani term for citric acid powder is ""tartari."" You can buy it from local markets or chemical supply stores. To use it for radiator flush, mix it in hot water first, remove the thermostat valve, drain the radiator and engine, fill it with the prepared solution, start the engine, and let it idle for about 20 minutes with the heater open. Afterward, drain the system, neutralize with some baking soda, and flush thoroughly. Exercise caution if the system is heavily rusted, as it may lead to leaks that need repairing. Always follow safety measures and consider professional advice if needed.",,
"Assalamualikum, Need some help from car experts. I am looking for exact link for OBD bluetooth device that can work with my Suzuki Every and Corolla ALTIS 2006. Kindly give the link from Alibaba or Aliexpress. I am looking for a device that can work with android/ipod/windows phone and is capable of giving all sorts of info like mileage, oxygen sensor etc. Thanks in advance.",suzuki scanner tool | suzuki scanner | suzuki scan tool | Urdu | Hindi | DIY Check this video link for suzuki OBD scanner,,
"Hello guys, as you might have guessed from my old signature I'm all against HID kits and all that.Whenever I see a thread with ""HID"" in the title,I immediately jump to it to share my views.Most people have some wrong ideas about HID and projector lights.I am going to copy and paste some of the information I shared in the old forums but did not get noticed. Here we go:  Common misconception:  ""projectors are useless without hid , with normal bulbs u will face many problems in vision""  Actuality:  That is far from true, projectors have far better output even with halogen bulbs, take the camry for example it comes with halogen projectors and light output is WAY better compared to a reflector housing. Projectors come in two different types. 1.Halogen 2. HID .... Now aftermarket projectors that are sold ... 99.9% of them are Halogen projectors ... but as everyone does not know this , they put HID's in the Halogen Projectors and the output is ridiculous to say the least.The reason is because the focal point of the halogen bulb is different from the HID bulb. Misconception:  ""Why Install Projectors in The First Place??.. Why Not Only Install HID's In Stock HeadLamps??.. They Give More Light Than Projectors.."" Actuality:  That is also false, HID in reflector housings gives the worst output.The glare you get is blinding to say the least.Most of the folks put HID in halogen projectors and then complain that the output is worse. Here is the output of light in descending order: HID Projector>Halogen Projector>Reflector Housing. Now let me show you comparison pictures of outputs in different applications. Real HID Projector Output: No light above the cutoff line  Another image of a real HID projector( This is a RHD projector, hence the higher side is on the left)  Halogen Projector(with halogen bulb) Output:No light above the cutoff line   Halogen Projector(with HID bulb) Output ... This is a common mistake Notice the Light has dispersed. Light has escaped above the cutoff line.Oncoming traffic gets a little glare in their eyes.  HID in reflector Housing: By far the worst output .Has the worst output. The is no evidence of a cutoff line.That's why the oncoming traffic gets glare in their eyes.   More Pointers:  1. If your car came with Halogens from the factory, Halogens will give you the best visibility(in your stock headlight) no matter what anyone says.  2.The purpose of the high beam is to put light in the distance.When your high beam reflector is not meant for an HID then how in the world is the HID going to be effective. Also HID's take time to come up to full intensity(usually 5-15 seconds) and that defeats the purpose of a high beam.   3.Light output(measured in lumens) is inversely proportional to the color temperature(measured in kelvins or K) so the most light you would get will be out of 4300K(Same color temperature as daylight). Beyond 6000K its just plain useless.  One thing to note the reason that the ""Blue"" HID lights seem to be brighter is because of the simple reason that the human eye is very sensitive to blue light which is the very reason it dazzles our eyes and gives the illusion that it is brighter which in fact is totally false. After-market Projectors All of the projectors headlamps available at car accessory shops are Halogen, most of the people do not know this, and when they buy them and put an HID Kit in the projectors, they start complaining of the lack of visibility.  A simple way of identifying a halogen projector is that it simple uses any of the halogen bulb types for example like H11,H3 etc.  Real HID Projectors use HID bulbs like D2S,D1S etc.   Cars with HID reflector housings(from the factory): Now before you go all flaming on me that there are some cars out their like the 2nd Gen Toyota Prius,9th Gen Toyota Corolla(in some markets),8th Gen Civic Mugen RR etc that have HID's from the factory even though they have a reflector housing; Let me explain that as well The cars above all have one thing in common, their reflector housings were designed from the ground up to be used with an HID bulb.These reflectors are diamond cut for more precise cutoff to reduce most of the glare and use a bulb known as D2R (R for Reflector).Half the bulb glass is covered with paint to reduce the the glare even further.  Now you all be the judge.I have made the mistake of putting HID's in reflector housings but after doing extensive research I have come to the conclusion that HID should only be used in HID Projectors Only.     That is all I can churn out of my useless brain at the moment. Feel free to ask questions, I will be more than happy to answer them.","i've tried explaining this to so many people but they still fit HID's to their cars without doing theor research. also i find it hilarious when peole fit HIDs to their high beams not realizing that these lights hate thermal change and is a huge reason for them failing. ""LET THERE BE RICE!""",,
"Hello guys, as you might have guessed from my old signature I'm all against HID kits and all that.Whenever I see a thread with ""HID"" in the title,I immediately jump to it to share my views.Most people have some wrong ideas about HID and projector lights.I am going to copy and paste some of the information I shared in the old forums but did not get noticed. Here we go:  Common misconception:  ""projectors are useless without hid , with normal bulbs u will face many problems in vision""  Actuality:  That is far from true, projectors have far better output even with halogen bulbs, take the camry for example it comes with halogen projectors and light output is WAY better compared to a reflector housing. Projectors come in two different types. 1.Halogen 2. HID .... Now aftermarket projectors that are sold ... 99.9% of them are Halogen projectors ... but as everyone does not know this , they put HID's in the Halogen Projectors and the output is ridiculous to say the least.The reason is because the focal point of the halogen bulb is different from the HID bulb. Misconception:  ""Why Install Projectors in The First Place??.. Why Not Only Install HID's In Stock HeadLamps??.. They Give More Light Than Projectors.."" Actuality:  That is also false, HID in reflector housings gives the worst output.The glare you get is blinding to say the least.Most of the folks put HID in halogen projectors and then complain that the output is worse. Here is the output of light in descending order: HID Projector>Halogen Projector>Reflector Housing. Now let me show you comparison pictures of outputs in different applications. Real HID Projector Output: No light above the cutoff line  Another image of a real HID projector( This is a RHD projector, hence the higher side is on the left)  Halogen Projector(with halogen bulb) Output:No light above the cutoff line   Halogen Projector(with HID bulb) Output ... This is a common mistake Notice the Light has dispersed. Light has escaped above the cutoff line.Oncoming traffic gets a little glare in their eyes.  HID in reflector Housing: By far the worst output .Has the worst output. The is no evidence of a cutoff line.That's why the oncoming traffic gets glare in their eyes.   More Pointers:  1. If your car came with Halogens from the factory, Halogens will give you the best visibility(in your stock headlight) no matter what anyone says.  2.The purpose of the high beam is to put light in the distance.When your high beam reflector is not meant for an HID then how in the world is the HID going to be effective. Also HID's take time to come up to full intensity(usually 5-15 seconds) and that defeats the purpose of a high beam.   3.Light output(measured in lumens) is inversely proportional to the color temperature(measured in kelvins or K) so the most light you would get will be out of 4300K(Same color temperature as daylight). Beyond 6000K its just plain useless.  One thing to note the reason that the ""Blue"" HID lights seem to be brighter is because of the simple reason that the human eye is very sensitive to blue light which is the very reason it dazzles our eyes and gives the illusion that it is brighter which in fact is totally false. After-market Projectors All of the projectors headlamps available at car accessory shops are Halogen, most of the people do not know this, and when they buy them and put an HID Kit in the projectors, they start complaining of the lack of visibility.  A simple way of identifying a halogen projector is that it simple uses any of the halogen bulb types for example like H11,H3 etc.  Real HID Projectors use HID bulbs like D2S,D1S etc.   Cars with HID reflector housings(from the factory): Now before you go all flaming on me that there are some cars out their like the 2nd Gen Toyota Prius,9th Gen Toyota Corolla(in some markets),8th Gen Civic Mugen RR etc that have HID's from the factory even though they have a reflector housing; Let me explain that as well The cars above all have one thing in common, their reflector housings were designed from the ground up to be used with an HID bulb.These reflectors are diamond cut for more precise cutoff to reduce most of the glare and use a bulb known as D2R (R for Reflector).Half the bulb glass is covered with paint to reduce the the glare even further.  Now you all be the judge.I have made the mistake of putting HID's in reflector housings but after doing extensive research I have come to the conclusion that HID should only be used in HID Projectors Only.     That is all I can churn out of my useless brain at the moment. Feel free to ask questions, I will be more than happy to answer them.",Momin a short question i guess i do know the answer but still. Using the above mention information i know that a Hid projector with a HID can give the desired amount of perfection but how much will it cost ? Not less then $300 and can range till $500. so what can a guy do if he is a budget buyer ? well what i did was buy a HId and shove it in the high beam and when you get tired throw it out and put the halogen back. All i have experienced this and i must say if you have the money to put on it then you can only achieve the results other wise just put an hid satisfy your self for a couple of months and every thing will be fine. second option is that put some good quality halogens they will cost you almost Rs5000 to your door step if you import(i dont think you will find them in the local market.),,
